IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2272,filler,fan2,47,neu,36,1,19,1,242,9,3,1
2390,filler,powerstrip12,53,neu,36,1,19,1,243,9,1,1
1601,filler,lei9,31,pos,36,1,19,1,244,8,3,1
1340,filler,dumbbell0,30,pos,36,1,19,1,245,7,3,1
7325,filler,decorativescreen10,43,pos,36,1,19,1,246,9,2,1
6821,b,calculator3,22,neg2,36,1,19,1,247,7,3,1
2373,t,chessboard14,38,pos,36,1,19,1,248,8,3,1
7057,t,bonzai14,59,neu,36,1,19,1,249,9,2,1
2590,b,suitcase9,19,neg2,36,1,19,1,250,6,4,1
2683,nt,windchime16,0,neg1,36,1,19,1,251,5,5,1
2980,t,handbag3,58,neu,36,1,19,1,252,8,4,1
9075,nt,glove6,7,neg1,36,1,19,1,253,5,4,1
3300,nt,cookpot16,3,neg1,36,1,19,1,254,4,5,1
8120,t,ringbinder8,44,pos,36,1,19,1,255,8,3,1
2396,t,exercise_equipment5,54,neu,36,1,19,1,256,8,2,1
6212,nt,frame10,4,neg1,36,1,19,1,257,7,2,1
9611,nt,cheese8,12,neg1,36,1,19,1,258,4,4,1
2750,nt,toothpaste14,1,neg1,36,1,19,1,259,5,5,1
9908,nt,coin15,13,neg1,36,1,19,1,260,5,5,1
2487,t,hairbrush9,55,neu,36,1,19,1,261,7,3,1
2273,t,abacus9,48,neu,36,1,19,1,262,6,3,1
9599,b,frisbee0,27,neg2,36,1,19,1,263,3,4,1
2383,t,button5,52,neu,36,1,19,1,264,7,3,1
2091,t,umbrella2,35,pos,36,1,19,1,265,8,2,1
6520,nt,microwave1,5,neg1,36,1,19,1,266,6,3,1
2102,t,gift15,46,neu,36,1,19,1,267,8,2,1
2154,t,cheesegrater14,36,pos,36,1,19,1,268,3,4,1
2870,t,garbagetrash14,57,neu,36,1,19,1,269,7,3,1
9909,nt,tennisracquet7,14,neg1,36,1,19,1,270,5,5,1
2340,t,cookingpan3,37,pos,36,1,19,1,271,6,4,1
6838,nt,clock1,6,neg1,36,1,19,1,272,5,5,1
9910,b,bearteddy16,28,neg2,36,1,19,1,273,3,6,1
9290,nt,tent4,9,neg1,36,1,19,1,274,3,5,1
9428,nt,butterfly8,11,neg1,36,1,19,1,275,5,5,1
3500,b,nunchaku16,21,neg2,36,1,19,1,276,6,3,1
9187,nt,camera7,8,neg1,36,1,19,1,277,2,3,1
1659,t,turtle3,32,pos,36,1,19,1,278,7,4,1
1920,t,cushion2,34,pos,36,1,19,1,279,8,2,1
9921,b,dresser12,29,neg2,36,1,19,1,280,4,5,1
9415,nt,doorknob4,10,neg1,36,1,19,1,281,5,5,1
2456,b,binoculars14,17,neg2,36,1,19,1,282,6,3,1
2490,b,cookie1,18,neg2,36,1,19,1,283,3,4,1
2309,t,bowtie11,50,neu,36,1,19,1,284,1,6,1
1710,t,lock14,33,pos,36,1,19,1,285,7,3,1
3195,b,broom11,20,neg2,36,1,19,1,286,1,7,1
3216,nt,scale13,2,neg1,36,1,19,1,287,4,6,1
9301,b,hanger9,24,neg2,36,1,19,1,288,1,8,1
9321,b,vase15,25,neg2,36,1,19,1,289,4,6,1
9425,b,tape8,26,neg2,36,1,19,1,290,5,4,1
2530,t,pokercard14,40,pos,36,1,19,1,291,5,5,1
2205,b,balloon10,15,neg2,36,1,19,1,292,3,5,1
2382,t,key3,51,neu,36,1,19,1,293,6,4,1
4626,t,backpack6,41,pos,36,1,19,1,294,6,3,1
2345.1,b,compass1,16,neg2,36,1,19,1,295,3,6,1
9163,b,scissors5,23,neg2,36,1,19,1,296,2,3,1
2749,filler,microscope1,56,neu,36,1,19,1,297,6,4,1
2308,filler,hourglass16,49,neu,36,1,19,1,298,7,3,1
2398,filler,seashell9,39,pos,36,1,19,1,299,7,3,1
7230,filler,rollerskates16,42,pos,36,1,19,1,300,5,2,1
1303,filler,stapler5,45,neu,36,1,19,1,301,3,4,1
